,Rooms,Type,Distance,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,Comercio y servicios,Restauración y vida social,Transporte y conectividad,Cultura y recreación,Financiero,Espiritual y comunitario,Salud,Educación,metodo,target,dif_fechas
14769,3.0,t,13.8,3.0,2.0,2.0,5.5053315359323625,Glen Eira City Council,Southern Metropolitan,10969.0,11.0,2.0,40.0,0.0,1.0,1.0,1.0,0.0,prop_vendida,13.74830287778897,2.8903717578961645
14771,4.0,h,13.8,4.0,2.0,2.0,6.059123195581797,Glen Eira City Council,Southern Metropolitan,10969.0,14.0,4.0,22.0,1.0,1.0,0.0,1.0,3.0,prop_vendida,14.297937324492327,1.3862943611198906
14772,4.0,h,13.8,4.0,2.0,2.0,6.406879986069314,Glen Eira City Council,Southern Metropolitan,10969.0,3.0,0.0,30.0,1.0,1.0,2.0,1.0,0.0,prop_vendida,14.272936037914342,4.219507705176107
14773,3.0,h,13.8,3.0,1.0,2.0,6.428105272684596,Glen Eira City Council,Southern Metropolitan,10969.0,13.0,5.0,24.0,1.0,1.0,2.0,2.0,1.0,prop_vendida,14.089347984049986,0.0
14776,2.0,u,17.3,2.0,1.0,2.0,5.337538079701318,Bayside City Council,Southern Metropolitan,2866.0,14.0,5.0,17.0,0.0,1.0,1.0,2.0,0.0,prop_vendida_prev,13.550243384129509,3.871201010907891
14778,5.0,h,17.3,5.0,3.0,2.0,6.855408798609928,Bayside City Council,Southern Metropolitan,2866.0,14.0,5.0,16.0,0.0,1.0,1.0,2.0,1.0,prop_vendida,14.739769856312924,0.0
14779,4.0,h,13.4,4.0,3.0,4.0,6.548219102762372,Whitehorse City Council,Eastern Metropolitan,5713.0,18.0,9.0,64.0,3.0,2.0,2.0,0.0,0.0,prop_vendida,14.343193888767015,4.219507705176107
14781,4.0,t,13.4,4.0,2.0,1.0,5.697093486505405,Whitehorse City Council,Eastern Metropolitan,2867.0,9.0,4.0,43.0,4.0,1.0,0.0,0.0,0.0,prop_vendida_prev,13.805461232211272,4.219507705176107
14784,3.0,h,27.0,3.0,2.0,2.0,6.013715156042802,Kingston City Council,South-Eastern Metropolitan,2887.0,3.0,0.0,23.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.636385088238372,3.871201010907891
14785,4.0,h,25.0,4.0,2.0,2.0,6.71174039505618,Knox City Council,Eastern Metropolitan,9704.0,1.0,0.0,15.0,2.0,0.0,1.0,0.0,1.0,prop_vendida_prev,13.567050480716235,3.7612001156935624
14786,4.0,h,25.0,4.0,1.0,3.0,6.595780513961311,Knox City Council,Eastern Metropolitan,9704.0,0.0,0.0,16.0,2.0,0.0,1.0,0.0,1.0,prop_vendida_prev,13.570889252111332,3.7612001156935624
14788,5.0,h,25.0,5.0,3.0,0.0,7.914617709040679,Knox City Council,Eastern Metropolitan,9704.0,3.0,1.0,30.0,1.0,1.0,0.0,0.0,2.0,prop_transferida,14.51860856442677,0.0
14789,3.0,h,25.0,3.0,2.0,3.0,6.586171654854675,Knox City Council,Eastern Metropolitan,9704.0,17.0,4.0,21.0,1.0,0.0,0.0,0.0,0.0,prop_vendida_prev,13.468079896533885,0.0
14792,2.0,u,16.1,2.0,1.0,1.0,5.768320995793772,Banyule City Council,Eastern Metropolitan,1390.0,11.0,1.0,53.0,2.0,0.0,0.0,1.0,0.0,prop_vendida,13.364526504411781,3.6375861597263857
14793,3.0,u,10.5,3.0,2.0,1.0,5.5254529391317835,Bayside City Council,Southern Metropolitan,10579.0,35.0,23.0,20.0,1.0,2.0,2.0,3.0,1.0,prop_vendida,14.105191381581442,0.0
14795,2.0,u,10.5,2.0,2.0,2.0,0.6931471805599453,Bayside City Council,Southern Metropolitan,10579.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,prop_transferida,14.151983508870947,0.0
14796,3.0,h,10.5,3.0,1.0,3.0,5.655991810819852,Bayside City Council,Southern Metropolitan,10579.0,32.0,23.0,30.0,1.0,2.0,1.0,2.0,2.0,prop_transferida,13.976779556623864,3.871201010907891
14800,3.0,h,10.5,3.0,2.0,1.0,5.958424693029782,Bayside City Council,Southern Metropolitan,10579.0,41.0,27.0,23.0,1.0,3.0,2.0,3.0,1.0,prop_vendida,14.475618401241752,4.356708826689592
14801,3.0,h,10.5,3.0,1.0,2.0,6.452048954437226,Bayside City Council,Southern Metropolitan,10579.0,6.0,6.0,15.0,2.0,1.0,1.0,1.0,0.0,vendida_despues_subasta,14.48334044336031,0.0
14802,4.0,h,10.5,4.0,2.0,1.0,6.2422232654551655,Bayside City Council,Southern Metropolitan,10579.0,24.0,25.0,13.0,1.0,2.0,3.0,1.0,0.0,prop_vendida,14.626441218624949,0.0
14804,3.0,u,10.5,3.0,1.0,1.0,5.111987788356544,Bayside City Council,Southern Metropolitan,10579.0,6.0,7.0,12.0,4.0,0.0,0.0,1.0,1.0,prop_vendida,13.706812255867513,3.871201010907891
14806,5.0,h,10.3,5.0,3.0,2.0,6.472346294500901,Bayside City Council,Southern Metropolitan,6938.0,11.0,2.0,21.0,1.0,0.0,0.0,0.0,2.0,prop_transferida,14.508658238524095,3.332204510175204
14813,3.0,h,5.2,3.0,2.0,1.0,5.780743515792329,Moreland City Council,Northern Metropolitan,11918.0,232.0,98.0,116.0,7.0,3.0,7.0,8.0,4.0,prop_vendida_prev,14.279245203127035,0.0
14814,3.0,h,5.2,3.0,2.0,0.0,5.53338948872752,Moreland City Council,Northern Metropolitan,11918.0,127.0,88.0,96.0,4.0,11.0,1.0,7.0,3.0,prop_vendida_prev,14.176676104039727,4.852030263919617
14815,2.0,h,5.2,2.0,1.0,1.0,5.4638318050256105,Moreland City Council,Northern Metropolitan,11918.0,129.0,87.0,101.0,4.0,11.0,1.0,7.0,4.0,prop_vendida,14.089347984049986,4.68213122712422
14817,2.0,h,5.2,2.0,1.0,1.0,4.143134726391533,Moreland City Council,Northern Metropolitan,11918.0,244.0,109.0,97.0,6.0,8.0,9.0,9.0,4.0,prop_transferida,13.45883704259595,2.3978952727983707
14820,2.0,h,5.2,2.0,1.0,1.0,5.488937726156687,Moreland City Council,Northern Metropolitan,11918.0,113.0,58.0,102.0,3.0,2.0,5.0,2.0,1.0,prop_vendida,13.732130035981154,3.1354942159291497
14821,2.0,t,5.2,2.0,2.0,1.0,4.3694478524670215,Moreland City Council,Northern Metropolitan,11918.0,249.0,102.0,127.0,8.0,5.0,9.0,9.0,4.0,prop_vendida_prev,13.547632419997361,2.3978952727983707
14822,4.0,h,5.2,4.0,1.0,2.0,6.522092798170152,Moreland City Council,Northern Metropolitan,11918.0,130.0,69.0,112.0,3.0,2.0,5.0,6.0,4.0,prop_transferida,14.151983508870947,4.770684624465665
14823,2.0,h,5.2,2.0,1.0,0.0,0.6931471805599453,Moreland City Council,Northern Metropolitan,11918.0,275.0,121.0,97.0,7.0,13.0,9.0,10.0,4.0,prop_transferida,13.51440681653079,0.0
14825,2.0,u,4.0,2.0,1.0,1.0,0.6931471805599453,Moreland City Council,Northern Metropolitan,5533.0,64.0,20.0,76.0,5.0,0.0,4.0,2.0,1.0,prop_vendida,13.25339339419516,3.6375861597263857
14828,2.0,h,4.0,2.0,1.0,2.0,5.1647859739235145,Moreland City Council,Northern Metropolitan,5533.0,153.0,83.0,93.0,8.0,2.0,0.0,7.0,2.0,prop_vendida,13.915356797910956,4.852030263919617
14829,3.0,h,5.2,3.0,1.0,1.0,6.163314804034641,Moreland City Council,Northern Metropolitan,7082.0,12.0,10.0,81.0,3.0,0.0,2.0,1.0,2.0,prop_vendida_prev,13.997832948091215,0.0
14833,4.0,h,5.2,4.0,1.0,0.0,6.1463292576688975,Moreland City Council,Northern Metropolitan,7082.0,20.0,9.0,78.0,2.0,0.0,2.0,1.0,2.0,prop_vendida,14.096923772119156,0.0
14834,3.0,h,10.8,3.0,1.0,1.0,6.405228458030842,Manningham City Council,Eastern Metropolitan,4480.0,10.0,0.0,26.0,5.0,3.0,2.0,4.0,0.0,prop_vendida,13.963931425151141,0.0
14835,3.0,h,10.8,3.0,1.0,3.0,6.806829360392176,Manningham City Council,Eastern Metropolitan,4480.0,6.0,2.0,22.0,0.0,0.0,1.0,2.0,0.0,prop_vendida,14.093143052138025,0.0
14837,3.0,h,12.1,3.0,1.0,1.0,6.306275286948016,Banyule City Council,Northern Metropolitan,10175.0,19.0,11.0,50.0,0.0,6.0,1.0,5.0,0.0,prop_vendida,13.567050480716235,0.0
14842,4.0,t,10.4,4.0,3.0,2.0,4.564348191467836,Monash City Council,Southern Metropolitan,5678.0,16.0,15.0,45.0,8.0,1.0,1.0,0.0,1.0,prop_transferida,13.647093089770562,0.0
14844,2.0,u,10.4,2.0,1.0,1.0,5.53338948872752,Monash City Council,Southern Metropolitan,5678.0,1.0,13.0,43.0,7.0,1.0,2.0,0.0,1.0,prop_vendida,13.45883704259595,3.7612001156935624
14845,4.0,h,14.7,4.0,2.0,2.0,6.398594934535208,Whitehorse City Council,Eastern Metropolitan,4048.0,17.0,8.0,51.0,9.0,1.0,0.0,2.0,0.0,prop_vendida,13.847010194015423,4.060443010546419
14846,4.0,h,14.8,4.0,2.0,2.0,6.461468176353717,Brimbank City Council,Western Metropolitan,2674.0,17.0,9.0,6.0,4.0,3.0,0.0,4.0,0.0,prop_transferida,13.61827960646062,2.1972245773362196
14849,4.0,h,7.7,4.0,2.0,2.0,6.893656354602635,Boroondara City Council,Southern Metropolitan,8920.0,6.0,6.0,48.0,2.0,1.0,0.0,1.0,0.0,prop_vendida,14.930652476452392,4.477336814478207
14850,3.0,t,7.7,3.0,2.0,2.0,5.863631175598097,Boroondara City Council,Southern Metropolitan,8920.0,3.0,1.0,36.0,4.0,1.0,0.0,0.0,0.0,prop_vendida,13.973369496550454,0.0
14851,3.0,h,8.4,3.0,2.0,3.0,6.660575149839686,Boroondara City Council,Southern Metropolitan,3265.0,19.0,13.0,31.0,3.0,3.0,0.0,1.0,1.0,prop_transferida,14.53335083891935,0.0
14852,2.0,u,8.4,2.0,1.0,1.0,4.770684624465665,Boroondara City Council,Southern Metropolitan,3265.0,41.0,21.0,37.0,11.0,5.0,4.0,4.0,0.0,prop_transferida,13.652992804936396,4.060443010546419
14853,2.0,h,3.5,2.0,1.0,0.0,5.0369526024136295,Melbourne City Council,Northern Metropolitan,3106.0,120.0,76.0,110.0,6.0,2.0,4.0,6.0,1.0,prop_vendida,14.221642776837895,0.0
14854,3.0,h,10.1,3.0,2.0,2.0,6.403574197934815,Glen Eira City Council,Southern Metropolitan,7822.0,9.0,1.0,39.0,0.0,0.0,1.0,0.0,0.0,prop_vendida,14.266586814266963,3.871201010907891
14855,3.0,u,10.1,3.0,2.0,2.0,6.62273632394984,Glen Eira City Council,Southern Metropolitan,7822.0,14.0,10.0,27.0,3.0,2.0,1.0,1.0,0.0,prop_vendida,14.058457520888082,3.5263605246161616
14857,3.0,h,10.1,3.0,2.0,2.0,6.068425588244111,Glen Eira City Council,Southern Metropolitan,7822.0,9.0,2.0,43.0,0.0,0.0,1.0,0.0,0.0,prop_vendida,14.176676104039727,4.382026634673881
14858,4.0,h,10.1,4.0,2.0,2.0,6.413458957167357,Glen Eira City Council,Southern Metropolitan,7822.0,34.0,14.0,51.0,3.0,0.0,0.0,2.0,0.0,prop_vendida_prev,14.190517145872716,0.0
14862,2.0,u,10.1,2.0,1.0,2.0,5.075173815233827,Glen Eira City Council,Southern Metropolitan,7822.0,36.0,14.0,59.0,3.0,0.0,0.0,4.0,1.0,prop_transferida,13.3374763699232,3.871201010907891
14864,3.0,h,14.8,3.0,1.0,3.0,6.0112671744041615,Melton City Council,Western Metropolitan,7719.0,46.0,14.0,27.0,1.0,5.0,0.0,6.0,1.0,prop_vendida,13.304686600863562,2.5649493574615367
14866,2.0,u,31.2,2.0,1.0,1.0,5.303304908059076,Kingston City Council,South-Eastern Metropolitan,1989.0,1.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.178745601197818,3.871201010907891
14869,2.0,u,8.7,2.0,2.0,1.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,2379.0,35.0,18.0,40.0,2.0,0.0,1.0,2.0,0.0,puja_del_vendedor,13.384729180332174,2.0794415416798357
14870,2.0,u,8.4,2.0,1.0,0.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,852.0,61.0,34.0,70.0,4.0,6.0,1.0,5.0,1.0,prop_vendida_prev,12.765691290604371,0.0
14872,1.0,u,7.8,1.0,1.0,1.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,6923.0,12.0,3.0,110.0,1.0,0.0,1.0,0.0,1.0,prop_transferida,12.765691290604371,4.060443010546419
14874,2.0,u,7.8,2.0,1.0,1.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,6923.0,11.0,4.0,108.0,1.0,0.0,3.0,0.0,0.0,prop_vendida,13.407543823396258,3.871201010907891
14876,3.0,h,11.7,3.0,1.0,1.0,6.380122536899765,Monash City Council,Southern Metropolitan,3582.0,19.0,5.0,4.0,1.0,0.0,5.0,1.0,1.0,prop_transferida,13.8924725250259,0.0
14877,2.0,h,11.7,2.0,1.0,1.0,5.393627546352362,Monash City Council,Southern Metropolitan,3582.0,10.0,3.0,9.0,5.0,0.0,5.0,2.0,1.0,prop_vendida,13.420986873572868,3.6375861597263857
14879,2.0,u,27.0,2.0,1.0,1.0,6.230481447578482,Kingston City Council,South-Eastern Metropolitan,3906.0,27.0,6.0,22.0,2.0,2.0,2.0,0.0,0.0,prop_transferida,13.171155446333852,1.9459101490553132
14880,3.0,h,27.0,3.0,2.0,2.0,6.284134161070802,Kingston City Council,South-Eastern Metropolitan,3906.0,4.0,1.0,12.0,1.0,1.0,1.0,1.0,0.0,prop_vendida,13.641158361294979,3.7612001156935624
14882,2.0,t,17.9,2.0,1.0,2.0,5.8888779583328805,Bayside City Council,Southern Metropolitan,9758.0,57.0,20.0,19.0,7.0,4.0,1.0,6.0,1.0,prop_vendida,13.521140839642674,3.295836866004329
14885,3.0,h,17.9,3.0,1.0,4.0,6.408528791059498,Bayside City Council,Southern Metropolitan,9758.0,17.0,0.0,31.0,3.0,0.0,1.0,1.0,1.0,prop_vendida,14.030622744032508,4.060443010546419
14886,2.0,u,17.9,2.0,1.0,2.0,0.6931471805599453,Bayside City Council,Southern Metropolitan,9758.0,115.0,41.0,32.0,8.0,7.0,1.0,8.0,1.0,prop_vendida,13.652992804936396,3.871201010907891
14887,3.0,h,16.7,3.0,1.0,2.0,6.588926477533519,Monash City Council,South-Eastern Metropolitan,5837.0,33.0,16.0,28.0,4.0,1.0,1.0,0.0,1.0,vendida_despues_subasta,14.077875591662238,3.871201010907891
14891,2.0,h,3.6,2.0,2.0,1.0,6.282266746896006,Yarra City Council,Northern Metropolitan,2954.0,68.0,25.0,45.0,7.0,6.0,2.0,0.0,1.0,prop_transferida,13.45883704259595,0.0
14893,3.0,h,6.7,3.0,2.0,1.0,5.442417710521793,Darebin City Council,Northern Metropolitan,11204.0,84.0,36.0,80.0,6.0,8.0,6.0,2.0,3.0,prop_vendida,13.68767832281738,0.0
14894,4.0,h,6.7,4.0,2.0,2.0,6.406879986069314,Darebin City Council,Northern Metropolitan,11204.0,105.0,45.0,106.0,11.0,8.0,6.0,3.0,5.0,prop_vendida,14.23750562376114,0.0
14896,3.0,t,6.7,3.0,1.0,1.0,4.189654742026425,Darebin City Council,Northern Metropolitan,11204.0,110.0,69.0,96.0,3.0,3.0,6.0,2.0,5.0,prop_vendida_prev,13.444448325847754,1.9459101490553132
14897,2.0,h,6.7,2.0,1.0,3.0,5.991464547107982,Darebin City Council,Northern Metropolitan,11204.0,123.0,57.0,119.0,6.0,8.0,6.0,3.0,5.0,prop_vendida,13.774689605110144,0.0
14898,3.0,h,6.7,3.0,2.0,2.0,6.6052979209482015,Darebin City Council,Northern Metropolitan,11204.0,9.0,7.0,75.0,1.0,0.0,2.0,0.0,2.0,prop_vendida,14.285514812209815,4.477336814478207
14899,3.0,h,6.7,3.0,1.0,1.0,6.1779441140506,Darebin City Council,Northern Metropolitan,11204.0,27.0,17.0,81.0,3.0,1.0,1.0,2.0,2.0,prop_vendida_prev,13.961341870479675,0.0
14900,2.0,h,6.7,2.0,1.0,1.0,5.3471075307174685,Darebin City Council,Northern Metropolitan,11204.0,91.0,38.0,74.0,9.0,8.0,7.0,2.0,2.0,prop_vendida,13.672795409164552,0.0
14901,3.0,h,6.7,3.0,1.0,2.0,6.175867270105761,Darebin City Council,Northern Metropolitan,3445.0,16.0,11.0,63.0,5.0,1.0,2.0,1.0,1.0,prop_vendida,13.444448325847754,3.6375861597263857
14903,4.0,h,6.7,4.0,2.0,2.0,5.71042701737487,Darebin City Council,Northern Metropolitan,3445.0,9.0,5.0,42.0,4.0,0.0,0.0,0.0,1.0,prop_transferida,13.652992804936396,0.0
14904,2.0,h,6.7,2.0,1.0,1.0,5.720311776607412,Darebin City Council,Northern Metropolitan,3445.0,19.0,12.0,75.0,5.0,1.0,3.0,1.0,3.0,prop_transferida,13.45883704259595,0.0
14905,2.0,u,2.0,2.0,2.0,2.0,8.216898580913613,Yarra City Council,Northern Metropolitan,4553.0,211.0,142.0,74.0,14.0,8.0,5.0,11.0,2.0,prop_vendida,13.237477967034438,2.5649493574615367
14908,4.0,h,20.6,4.0,2.0,3.0,6.752270376141742,Hume City Council,Northern Metropolitan,15510.0,3.0,1.0,32.0,2.0,0.0,0.0,3.0,1.0,prop_vendida,13.493928313146206,4.219507705176107
14914,4.0,h,20.6,4.0,2.0,2.0,6.1779441140506,Hume City Council,Northern Metropolitan,15510.0,2.0,1.0,13.0,3.0,0.0,1.0,0.0,1.0,prop_vendida,13.410546824147012,1.791759469228055
14917,3.0,h,23.0,3.0,2.0,1.0,6.8885724595653635,Maroondah City Council,Eastern Metropolitan,11925.0,2.0,0.0,23.0,3.0,0.0,3.0,0.0,0.0,prop_vendida,13.684833373922649,0.0
14924,3.0,h,24.7,3.0,1.0,2.0,6.439350371100098,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0,30.0,1.0,33.0,3.0,1.0,1.0,4.0,6.0,prop_vendida,13.426904041847699,3.871201010907891
14926,2.0,u,24.7,2.0,1.0,1.0,4.962844630259907,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,prop_vendida_prev,12.628070334272698,3.6375861597263857
14929,3.0,h,22.2,3.0,2.0,2.0,6.282266746896006,Kingston City Council,South-Eastern Metropolitan,3940.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,prop_vendida,13.61217085943569,3.6375861597263857
14931,4.0,h,12.4,4.0,4.0,2.0,6.97914527506881,Manningham City Council,Eastern Metropolitan,9028.0,70.0,18.0,50.0,5.0,3.0,2.0,3.0,2.0,prop_vendida_prev,14.77102238760702,4.060443010546419
14932,3.0,h,12.4,3.0,1.0,2.0,6.472346294500901,Manningham City Council,Eastern Metropolitan,9028.0,9.0,8.0,41.0,5.0,0.0,1.0,1.0,0.0,vendida_despues_subasta,14.06627005452127,0.0
14933,3.0,h,12.4,3.0,1.0,2.0,6.47543271670409,Manningham City Council,Eastern Metropolitan,9028.0,13.0,11.0,27.0,5.0,1.0,1.0,3.0,0.0,prop_vendida_prev,14.122995993006082,3.970291913552122
14934,5.0,h,12.4,5.0,2.0,2.0,6.63200177739563,Manningham City Council,Eastern Metropolitan,9028.0,0.0,0.0,43.0,2.0,0.0,0.0,0.0,0.0,prop_transferida,14.285514812209815,3.6375861597263857
14935,5.0,h,12.4,5.0,2.0,2.0,6.646390514847729,Manningham City Council,Eastern Metropolitan,9028.0,11.0,3.0,39.0,0.0,0.0,1.0,4.0,0.0,prop_vendida,14.130322027731049,0.0
14937,4.0,h,14.3,4.0,4.0,2.0,6.481577129276431,Manningham City Council,Eastern Metropolitan,10999.0,38.0,24.0,42.0,9.0,1.0,2.0,3.0,0.0,prop_vendida,14.38082493519599,0.0
14938,4.0,h,14.3,4.0,2.0,2.0,6.668228248417403,Manningham City Council,Eastern Metropolitan,10999.0,2.0,13.0,44.0,6.0,0.0,0.0,2.0,1.0,prop_vendida,14.323532856082068,3.6375861597263857
14942,3.0,h,28.8,3.0,1.0,1.0,6.553933404025811,Casey City Council,South-Eastern Metropolitan,3533.0,11.0,1.0,28.0,4.0,0.0,4.0,1.0,1.0,prop_vendida_prev,13.208542908506082,4.060443010546419
14943,2.0,u,8.9,2.0,1.0,1.0,4.736198448394496,Banyule City Council,Eastern Metropolitan,1651.0,51.0,22.0,41.0,1.0,2.0,2.0,3.0,1.0,prop_transferida,13.527829818844937,4.060443010546419
14948,2.0,h,7.2,2.0,1.0,1.0,0.6931471805599453,Glen Eira City Council,Southern Metropolitan,4898.0,8.0,3.0,28.0,0.0,0.0,1.0,2.0,1.0,prop_vendida,13.481436842589853,3.871201010907891
14949,2.0,u,7.2,2.0,1.0,1.0,7.476472381163905,Glen Eira City Council,Southern Metropolitan,4898.0,76.0,38.0,70.0,1.0,6.0,1.0,6.0,1.0,prop_vendida_prev,13.790193775620484,3.871201010907891
14950,4.0,h,18.0,4.0,1.0,2.0,6.914730892718563,Banyule City Council,Eastern Metropolitan,6990.0,47.0,17.0,26.0,1.0,4.0,0.0,2.0,1.0,prop_vendida,13.790193775620484,0.0
14951,3.0,h,18.0,3.0,1.0,1.0,6.8690144506657065,Banyule City Council,Eastern Metropolitan,6990.0,56.0,14.0,27.0,2.0,3.0,0.0,2.0,0.0,prop_vendida,13.643536480872214,0.0
14954,2.0,u,7.2,2.0,1.0,1.0,7.10002716662926,Port Phillip City Council,Southern Metropolitan,8989.0,42.0,37.0,79.0,3.0,0.0,4.0,5.0,0.0,prop_vendida,13.081543466215237,3.912023005428146
14955,2.0,u,7.2,2.0,1.0,1.0,0.6931471805599453,Port Phillip City Council,Southern Metropolitan,8989.0,51.0,37.0,69.0,4.0,0.0,3.0,6.0,0.0,prop_vendida,13.454183380578185,4.477336814478207
14956,1.0,u,7.2,1.0,1.0,1.0,7.085064293952548,Port Phillip City Council,Southern Metropolitan,8989.0,10.0,18.0,25.0,1.0,0.0,0.0,2.0,0.0,puja_del_vendedor,12.948012371209098,2.1972245773362196
14958,2.0,u,7.2,2.0,1.0,1.0,6.790097235513905,Port Phillip City Council,Southern Metropolitan,8989.0,11.0,19.0,48.0,1.0,0.0,1.0,2.0,0.0,prop_vendida_prev,13.452387728159122,3.8066624897703196
14960,3.0,h,19.6,3.0,1.0,4.0,6.55250788703459,Whittlesea City Council,Northern Metropolitan,10926.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.199326270390594,3.4011973816621555
14962,3.0,h,19.6,3.0,1.0,2.0,6.410174881966167,Whittlesea City Council,Northern Metropolitan,10926.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.3374763699232,3.7612001156935624
14964,4.0,h,19.6,3.0,2.0,3.0,6.327936783729195,Whittlesea City Council,Northern Metropolitan,10926.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.301347705172173,0.0
14966,4.0,h,19.6,4.0,2.0,2.0,6.154858094016418,Whittlesea City Council,Northern Metropolitan,10926.0,3.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,prop_vendida,13.384729180332174,2.0794415416798357
14967,2.0,u,7.5,2.0,1.0,1.0,5.2832037287379885,Moonee Valley City Council,Western Metropolitan,9264.0,5.0,4.0,42.0,1.0,1.0,1.0,1.0,0.0,prop_vendida,13.54370314700388,0.0
14968,3.0,h,7.5,3.0,2.0,2.0,5.3230099791384085,Moonee Valley City Council,Western Metropolitan,9264.0,15.0,10.0,56.0,1.0,1.0,3.0,1.0,1.0,prop_vendida,13.840204146163925,0.6931471805599453
14969,4.0,h,7.5,4.0,2.0,1.0,5.594711379601839,Moonee Valley City Council,Western Metropolitan,9264.0,13.0,10.0,97.0,3.0,1.0,3.0,1.0,0.0,prop_vendida,14.122995993006082,0.0
14970,3.0,h,7.5,3.0,1.0,1.0,5.786897381366708,Moonee Valley City Council,Western Metropolitan,9264.0,11.0,5.0,18.0,0.0,0.0,0.0,0.0,1.0,prop_transferida,13.710151153416941,0.0
14972,3.0,h,7.5,3.0,2.0,1.0,5.627621113690637,Moonee Valley City Council,Western Metropolitan,9264.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,prop_vendida,14.093143052138025,4.68213122712422
14974,3.0,u,7.5,3.0,2.0,1.0,4.941642422609304,Moonee Valley City Council,Western Metropolitan,9264.0,17.0,11.0,61.0,1.0,1.0,3.0,2.0,1.0,prop_vendida,13.574713343675166,3.58351893845611
14975,5.0,h,7.5,5.0,3.0,2.0,6.3835066348840055,Moonee Valley City Council,Western Metropolitan,9264.0,16.0,10.0,55.0,0.0,1.0,3.0,1.0,1.0,prop_vendida,14.60850352598252,4.927253685157205
14976,3.0,h,7.5,3.0,2.0,1.0,5.777652323222656,Moonee Valley City Council,Western Metropolitan,9264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,14.23422155071698,0.0
14978,3.0,h,5.7,3.0,1.0,2.0,6.091309882077698,Darebin City Council,Northern Metropolitan,2970.0,64.0,36.0,88.0,5.0,1.0,3.0,12.0,0.0,prop_vendida,13.997832948091215,0.0
14979,3.0,h,13.1,3.0,2.0,2.0,5.996452088619021,Hume City Council,Northern Metropolitan,5070.0,13.0,3.0,49.0,7.0,1.0,3.0,0.0,1.0,prop_vendida,13.45883704259595,4.060443010546419
14980,3.0,h,13.1,3.0,1.0,2.0,6.405228458030842,Hume City Council,Northern Metropolitan,5070.0,16.0,7.0,43.0,4.0,1.0,5.0,4.0,0.0,prop_vendida,13.475834594887509,4.060443010546419
14981,3.0,h,13.1,3.0,1.0,2.0,6.434546518787453,Hume City Council,Northern Metropolitan,5070.0,3.0,3.0,41.0,1.0,0.0,4.0,1.0,1.0,prop_vendida,13.560619598657233,4.060443010546419
14982,4.0,h,13.1,4.0,1.0,1.0,6.535241271013659,Hume City Council,Northern Metropolitan,5070.0,17.0,4.0,52.0,7.0,1.0,3.0,0.0,1.0,prop_vendida,13.61827960646062,0.0
14983,3.0,h,24.8,3.0,1.0,2.0,6.6039438246004725,Knox City Council,Eastern Metropolitan,10788.0,2.0,0.0,34.0,0.0,3.0,0.0,0.0,0.0,prop_vendida,13.405285639912268,0.0
14984,3.0,h,24.8,3.0,1.0,2.0,6.917705609835305,Knox City Council,Eastern Metropolitan,10788.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,prop_vendida,13.598598798635953,0.0
14990,4.0,h,3.4,4.0,2.0,0.0,5.318119993844216,Melbourne City Council,Northern Metropolitan,3593.0,44.0,26.0,77.0,7.0,2.0,5.0,4.0,4.0,prop_vendida,14.070153551531353,0.0
14991,4.0,h,3.4,4.0,2.0,2.0,6.42648845745769,Melbourne City Council,Northern Metropolitan,3593.0,44.0,26.0,71.0,7.0,2.0,4.0,4.0,4.0,prop_vendida,14.63440938474679,4.867534450455582
14993,3.0,u,5.1,3.0,1.0,2.0,8.318254328798846,Maribyrnong City Council,Western Metropolitan,7570.0,129.0,59.0,83.0,2.0,5.0,0.0,9.0,1.0,prop_vendida,13.312985389904174,0.0
14995,3.0,u,15.4,3.0,2.0,1.0,5.560681631015528,Whitehorse City Council,Eastern Metropolitan,4385.0,12.0,8.0,40.0,5.0,1.0,1.0,1.0,3.0,prop_vendida,13.546324377048325,0.0
15002,3.0,h,7.3,3.0,1.0,2.0,6.320768294250582,Boroondara City Council,Southern Metropolitan,10412.0,4.0,12.0,32.0,1.0,0.0,1.0,1.0,0.0,prop_vendida,14.452087916136215,4.532599493153256
